sample,elapsed_ms,status_code,success,timestamp,label,thread_group
54,201,200,true,2026-05-28T20:46:41.080Z,GET /api/health,50_usuarios_simulados
55,198,200,true,2026-05-28T20:46:41.077Z,GET /api/health,50_usuarios_simulados
56,200,200,true,2026-05-28T20:46:41.079Z,GET /api/health,50_usuarios_simulados
57,208,200,true,2026-05-28T20:46:41.087Z,GET /api/health,50_usuarios_simulados
58,214,200,true,2026-05-28T20:46:41.094Z,GET /api/health,50_usuarios_simulados
59,207,200,true,2026-05-28T20:46:41.087Z,GET /api/health,50_usuarios_simulados
60,200,200,true,2026-05-28T20:46:41.080Z,GET /api/health,50_usuarios_simulados
61,205,200,true,2026-05-28T20:46:41.085Z,GET /api/health,50_usuarios_simulados
62,212,200,true,2026-05-28T20:46:41.092Z,GET /api/health,50_usuarios_simulados
63,213,200,true,2026-05-28T20:46:41.093Z,GET /api/health,50_usuarios_simulados
64,221,200,true,2026-05-28T20:46:41.101Z,GET /api/health,50_usuarios_simulados
65,192,200,true,2026-05-28T20:46:41.073Z,GET /api/health,50_usuarios_simulados
66,207,200,true,2026-05-28T20:46:41.088Z,GET /api/health,50_usuarios_simulados
67,202,200,true,2026-05-28T20:46:41.083Z,GET /api/health,50_usuarios_simulados
68,217,200,true,2026-05-28T20:46:41.099Z,GET /api/health,50_usuarios_simulados
69,220,200,true,2026-05-28T20:46:41.102Z,GET /api/health,50_usuarios_simulados
70,206,200,true,2026-05-28T20:46:41.089Z,GET /api/health,50_usuarios_simulados
71,195,200,true,2026-05-28T20:46:41.078Z,GET /api/health,50_usuarios_simulados
72,203,200,true,2026-05-28T20:46:41.086Z,GET /api/health,50_usuarios_simulados
73,224,200,true,2026-05-28T20:46:41.107Z,GET /api/health,50_usuarios_simulados
74,198,200,true,2026-05-28T20:46:41.081Z,GET /api/health,50_usuarios_simulados
75,212,200,true,2026-05-28T20:46:41.095Z,GET /api/health,50_usuarios_simulados
76,201,200,true,2026-05-28T20:46:41.084Z,GET /api/health,50_usuarios_simulados
77,209,200,true,2026-05-28T20:46:41.093Z,GET /api/health,50_usuarios_simulados
78,224,200,true,2026-05-28T20:46:41.108Z,GET /api/health,50_usuarios_simulados
79,200,200,true,2026-05-28T20:46:41.084Z,GET /api/health,50_usuarios_simulados
80,201,200,true,2026-05-28T20:46:41.085Z,GET /api/health,50_usuarios_simulados
81,205,200,true,2026-05-28T20:46:41.089Z,GET /api/health,50_usuarios_simulados
82,215,200,true,2026-05-28T20:46:41.099Z,GET /api/health,50_usuarios_simulados
83,219,200,true,2026-05-28T20:46:41.103Z,GET /api/health,50_usuarios_simulados
84,213,200,true,2026-05-28T20:46:41.097Z,GET /api/health,50_usuarios_simulados
85,218,200,true,2026-05-28T20:46:41.103Z,GET /api/health,50_usuarios_simulados
86,213,200,true,2026-05-28T20:46:41.098Z,GET /api/health,50_usuarios_simulados
87,203,200,true,2026-05-28T20:46:41.088Z,GET /api/health,50_usuarios_simulados
88,194,200,true,2026-05-28T20:46:41.079Z,GET /api/health,50_usuarios_simulados
89,215,200,true,2026-05-28T20:46:41.101Z,GET /api/health,50_usuarios_simulados
90,204,200,true,2026-05-28T20:46:41.090Z,GET /api/health,50_usuarios_simulados
91,200,200,true,2026-05-28T20:46:41.086Z,GET /api/health,50_usuarios_simulados
92,212,200,true,2026-05-28T20:46:41.098Z,GET /api/health,50_usuarios_simulados
93,207,200,true,2026-05-28T20:46:41.094Z,GET /api/health,50_usuarios_simulados
94,218,200,true,2026-05-28T20:46:41.105Z,GET /api/health,50_usuarios_simulados
95,217,200,true,2026-05-28T20:46:41.104Z,GET /api/health,50_usuarios_simulados
96,217,200,true,2026-05-28T20:46:41.104Z,GET /api/health,50_usuarios_simulados
97,218,200,true,2026-05-28T20:46:41.105Z,GET /api/health,50_usuarios_simulados
98,219,200,true,2026-05-28T20:46:41.106Z,GET /api/health,50_usuarios_simulados
99,213,200,true,2026-05-28T20:46:41.100Z,GET /api/health,50_usuarios_simulados
100,203,200,true,2026-05-28T20:46:41.091Z,GET /api/health,50_usuarios_simulados
101,187,200,true,2026-05-28T20:46:41.295Z,GET /api/health,50_usuarios_simulados
102,210,200,true,2026-05-28T20:46:41.319Z,GET /api/health,50_usuarios_simulados
103,188,200,true,2026-05-28T20:46:41.297Z,GET /api/health,50_usuarios_simulados
104,187,200,true,2026-05-28T20:46:41.296Z,GET /api/health,50_usuarios_simulados
105,189,200,true,2026-05-28T20:46:41.298Z,GET /api/health,50_usuarios_simulados
106,192,200,true,2026-05-28T20:46:41.301Z,GET /api/health,50_usuarios_simulados
107,197,200,true,2026-05-28T20:46:41.306Z,GET /api/health,50_usuarios_simulados
108,190,200,true,2026-05-28T20:46:41.299Z,GET /api/health,50_usuarios_simulados
109,197,200,true,2026-05-28T20:46:41.307Z,GET /api/health,50_usuarios_simulados
110,197,200,true,2026-05-28T20:46:41.307Z,GET /api/health,50_usuarios_simulados
111,186,200,true,2026-05-28T20:46:41.296Z,GET /api/health,50_usuarios_simulados
112,210,200,true,2026-05-28T20:46:41.320Z,GET /api/health,50_usuarios_simulados
113,193,200,true,2026-05-28T20:46:41.303Z,GET /api/health,50_usuarios_simulados
114,192,200,true,2026-05-28T20:46:41.302Z,GET /api/health,50_usuarios_simulados
115,206,200,true,2026-05-28T20:46:41.316Z,GET /api/health,50_usuarios_simulados
116,191,200,true,2026-05-28T20:46:41.301Z,GET /api/health,50_usuarios_simulados
117,194,200,true,2026-05-28T20:46:41.304Z,GET /api/health,50_usuarios_simulados
118,198,200,true,2026-05-28T20:46:41.309Z,GET /api/health,50_usuarios_simulados
119,201,200,true,2026-05-28T20:46:41.312Z,GET /api/health,50_usuarios_simulados
120,199,200,true,2026-05-28T20:46:41.310Z,GET /api/health,50_usuarios_simulados
121,193,200,true,2026-05-28T20:46:41.304Z,GET /api/health,50_usuarios_simulados
122,205,200,true,2026-05-28T20:46:41.316Z,GET /api/health,50_usuarios_simulados
123,194,200,true,2026-05-28T20:46:41.305Z,GET /api/health,50_usuarios_simulados
124,209,200,true,2026-05-28T20:46:41.320Z,GET /api/health,50_usuarios_simulados
125,208,200,true,2026-05-28T20:46:41.319Z,GET /api/health,50_usuarios_simulados
126,201,200,true,2026-05-28T20:46:41.313Z,GET /api/health,50_usuarios_simulados
127,185,200,true,2026-05-28T20:46:41.297Z,GET /api/health,50_usuarios_simulados
128,193,200,true,2026-05-28T20:46:41.305Z,GET /api/health,50_usuarios_simulados
129,214,200,true,2026-05-28T20:46:41.326Z,GET /api/health,50_usuarios_simulados
130,202,200,true,2026-05-28T20:46:41.314Z,GET /api/health,50_usuarios_simulados
131,203,200,true,2026-05-28T20:46:41.315Z,GET /api/health,50_usuarios_simulados
132,200,200,true,2026-05-28T20:46:41.312Z,GET /api/health,50_usuarios_simulados
133,209,200,true,2026-05-28T20:46:41.321Z,GET /api/health,50_usuarios_simulados
134,213,200,true,2026-05-28T20:46:41.325Z,GET /api/health,50_usuarios_simulados
135,192,200,true,2026-05-28T20:46:41.305Z,GET /api/health,50_usuarios_simulados
136,205,200,true,2026-05-28T20:46:41.318Z,GET /api/health,50_usuarios_simulados
137,210,200,true,2026-05-28T20:46:41.323Z,GET /api/health,50_usuarios_simulados
138,198,200,true,2026-05-28T20:46:41.311Z,GET /api/health,50_usuarios_simulados
139,200,200,true,2026-05-28T20:46:41.313Z,GET /api/health,50_usuarios_simulados
140,198,200,true,2026-05-28T20:46:41.311Z,GET /api/health,50_usuarios_simulados
141,208,200,true,2026-05-28T20:46:41.321Z,GET /api/health,50_usuarios_simulados
142,213,200,true,2026-05-28T20:46:41.326Z,GET /api/health,50_usuarios_simulados
143,214,200,true,2026-05-28T20:46:41.327Z,GET /api/health,50_usuarios_simulados
144,203,200,true,2026-05-28T20:46:41.317Z,GET /api/health,50_usuarios_simulados
145,209,200,true,2026-05-28T20:46:41.323Z,GET /api/health,50_usuarios_simulados
146,192,200,true,2026-05-28T20:46:41.306Z,GET /api/health,50_usuarios_simulados
147,204,200,true,2026-05-28T20:46:41.318Z,GET /api/health,50_usuarios_simulados
148,210,200,true,2026-05-28T20:46:41.324Z,GET /api/health,50_usuarios_simulados
149,207,200,true,2026-05-28T20:46:41.322Z,GET /api/health,50_usuarios_simulados
150,210,200,true,2026-05-28T20:46:41.325Z,GET /api/health,50_usuarios_simulados
151,188,200,true,2026-05-28T20:46:41.515Z,GET /api/health,50_usuarios_simulados
152,183,200,true,2026-05-28T20:46:41.510Z,GET /api/health,50_usuarios_simulados
153,189,200,true,2026-05-28T20:46:41.516Z,GET /api/health,50_usuarios_simulados
154,186,200,true,2026-05-28T20:46:41.513Z,GET /api/health,50_usuarios_simulados
155,189,200,true,2026-05-28T20:46:41.517Z,GET /api/health,50_usuarios_simulados
156,194,200,true,2026-05-28T20:46:41.522Z,GET /api/health,50_usuarios_simulados
157,185,200,true,2026-05-28T20:46:41.513Z,GET /api/health,50_usuarios_simulados
158,192,200,true,2026-05-28T20:46:41.520Z,GET /api/health,50_usuarios_simulados
159,186,200,true,2026-05-28T20:46:41.514Z,GET /api/health,50_usuarios_simulados
160,184,200,true,2026-05-28T20:46:41.512Z,GET /api/health,50_usuarios_simulados
161,186,200,true,2026-05-28T20:46:41.514Z,GET /api/health,50_usuarios_simulados
162,187,200,true,2026-05-28T20:46:41.516Z,GET /api/health,50_usuarios_simulados
163,186,200,true,2026-05-28T20:46:41.515Z,GET /api/health,50_usuarios_simulados
164,195,200,true,2026-05-28T20:46:41.524Z,GET /api/health,50_usuarios_simulados
165,193,200,true,2026-05-28T20:46:41.522Z,GET /api/health,50_usuarios_simulados
166,189,200,true,2026-05-28T20:46:41.518Z,GET /api/health,50_usuarios_simulados
167,196,200,true,2026-05-28T20:46:41.525Z,GET /api/health,50_usuarios_simulados
168,192,200,true,2026-05-28T20:46:41.521Z,GET /api/health,50_usuarios_simulados
169,202,200,true,2026-05-28T20:46:41.531Z,GET /api/health,50_usuarios_simulados
170,198,200,true,2026-05-28T20:46:41.527Z,GET /api/health,50_usuarios_simulados
171,196,200,true,2026-05-28T20:46:41.526Z,GET /api/health,50_usuarios_simulados
172,189,200,true,2026-05-28T20:46:41.519Z,GET /api/health,50_usuarios_simulados
173,197,200,true,2026-05-28T20:46:41.527Z,GET /api/health,50_usuarios_simulados
174,188,200,true,2026-05-28T20:46:41.518Z,GET /api/health,50_usuarios_simulados
175,204,200,true,2026-05-28T20:46:41.534Z,GET /api/health,50_usuarios_simulados
176,195,200,true,2026-05-28T20:46:41.525Z,GET /api/health,50_usuarios_simulados
177,189,200,true,2026-05-28T20:46:41.519Z,GET /api/health,50_usuarios_simulados
178,190,200,true,2026-05-28T20:46:41.521Z,GET /api/health,50_usuarios_simulados
179,197,200,true,2026-05-28T20:46:41.528Z,GET /api/health,50_usuarios_simulados
180,192,200,true,2026-05-28T20:46:41.523Z,GET /api/health,50_usuarios_simulados
181,200,200,true,2026-05-28T20:46:41.531Z,GET /api/health,50_usuarios_simulados
182,202,200,true,2026-05-28T20:46:41.533Z,GET /api/health,50_usuarios_simulados
183,201,200,true,2026-05-28T20:46:41.532Z,GET /api/health,50_usuarios_simulados
184,189,200,true,2026-05-28T20:46:41.520Z,GET /api/health,50_usuarios_simulados
185,201,200,true,2026-05-28T20:46:41.533Z,GET /api/health,50_usuarios_simulados
186,196,200,true,2026-05-28T20:46:41.528Z,GET /api/health,50_usuarios_simulados
187,193,200,true,2026-05-28T20:46:41.525Z,GET /api/health,50_usuarios_simulados
188,204,200,true,2026-05-28T20:46:41.536Z,GET /api/health,50_usuarios_simulados
189,197,200,true,2026-05-28T20:46:41.529Z,GET /api/health,50_usuarios_simulados
190,198,200,true,2026-05-28T20:46:41.530Z,GET /api/health,50_usuarios_simulados
191,200,200,true,2026-05-28T20:46:41.532Z,GET /api/health,50_usuarios_simulados
192,203,200,true,2026-05-28T20:46:41.535Z,GET /api/health,50_usuarios_simulados
193,203,200,true,2026-05-28T20:46:41.535Z,GET /api/health,50_usuarios_simulados
194,202,200,true,2026-05-28T20:46:41.534Z,GET /api/health,50_usuarios_simulados
195,204,200,true,2026-05-28T20:46:41.537Z,GET /api/health,50_usuarios_simulados
196,203,200,true,2026-05-28T20:46:41.536Z,GET /api/health,50_usuarios_simulados
197,191,200,true,2026-05-28T20:46:41.524Z,GET /api/health,50_usuarios_simulados
198,203,200,true,2026-05-28T20:46:41.536Z,GET /api/health,50_usuarios_simulados
199,196,200,true,2026-05-28T20:46:41.529Z,GET /api/health,50_usuarios_simulados
200,201,200,true,2026-05-28T20:46:41.534Z,GET /api/health,50_usuarios_simulados
201,190,200,true,2026-05-28T20:46:41.727Z,GET /api/health,50_usuarios_simulados
202,187,200,true,2026-05-28T20:46:41.724Z,GET /api/health,50_usuarios_simulados
203,193,200,true,2026-05-28T20:46:41.730Z,GET /api/health,50_usuarios_simulados
204,188,200,true,2026-05-28T20:46:41.725Z,GET /api/health,50_usuarios_simulados
205,191,200,true,2026-05-28T20:46:41.728Z,GET /api/health,50_usuarios_simulados
206,194,200,true,2026-05-28T20:46:41.731Z,GET /api/health,50_usuarios_simulados
207,188,200,true,2026-05-28T20:46:41.726Z,GET /api/health,50_usuarios_simulados
208,191,200,true,2026-05-28T20:46:41.729Z,GET /api/health,50_usuarios_simulados
209,197,200,true,2026-05-28T20:46:41.735Z,GET /api/health,50_usuarios_simulados
210,193,200,true,2026-05-28T20:46:41.731Z,GET /api/health,50_usuarios_simulados
211,192,200,true,2026-05-28T20:46:41.730Z,GET /api/health,50_usuarios_simulados
212,196,200,true,2026-05-28T20:46:41.734Z,GET /api/health,50_usuarios_simulados
213,194,200,true,2026-05-28T20:46:41.732Z,GET /api/health,50_usuarios_simulados
214,200,200,true,2026-05-28T20:46:41.738Z,GET /api/health,50_usuarios_simulados
215,198,200,true,2026-05-28T20:46:41.736Z,GET /api/health,50_usuarios_simulados
216,210,200,true,2026-05-28T20:46:41.748Z,GET /api/health,50_usuarios_simulados
217,191,200,true,2026-05-28T20:46:41.730Z,GET /api/health,50_usuarios_simulados
218,193,200,true,2026-05-28T20:46:41.732Z,GET /api/health,50_usuarios_simulados
219,201,200,true,2026-05-28T20:46:41.740Z,GET /api/health,50_usuarios_simulados
220,197,200,true,2026-05-28T20:46:41.736Z,GET /api/health,50_usuarios_simulados
221,198,200,true,2026-05-28T20:46:41.737Z,GET /api/health,50_usuarios_simulados
222,200,200,true,2026-05-28T20:46:41.739Z,GET /api/health,50_usuarios_simulados
223,198,200,true,2026-05-28T20:46:41.737Z,GET /api/health,50_usuarios_simulados
224,194,200,true,2026-05-28T20:46:41.733Z,GET /api/health,50_usuarios_simulados
225,195,200,true,2026-05-28T20:46:41.734Z,GET /api/health,50_usuarios_simulados
226,199,200,true,2026-05-28T20:46:41.738Z,GET /api/health,50_usuarios_simulados
227,188,200,true,2026-05-28T20:46:41.728Z,GET /api/health,50_usuarios_simulados
228,205,200,true,2026-05-28T20:46:41.745Z,GET /api/health,50_usuarios_simulados
229,206,200,true,2026-05-28T20:46:41.746Z,GET /api/health,50_usuarios_simulados
230,209,200,true,2026-05-28T20:46:41.749Z,GET /api/health,50_usuarios_simulados
231,201,200,true,2026-05-28T20:46:41.741Z,GET /api/health,50_usuarios_simulados
232,195,200,true,2026-05-28T20:46:41.735Z,GET /api/health,50_usuarios_simulados
233,193,200,true,2026-05-28T20:46:41.733Z,GET /api/health,50_usuarios_simulados
234,210,200,true,2026-05-28T20:46:41.750Z,GET /api/health,50_usuarios_simulados
235,195,200,true,2026-05-28T20:46:41.735Z,GET /api/health,50_usuarios_simulados
236,194,200,true,2026-05-28T20:46:41.734Z,GET /api/health,50_usuarios_simulados
237,199,200,true,2026-05-28T20:46:41.740Z,GET /api/health,50_usuarios_simulados
238,201,200,true,2026-05-28T20:46:41.742Z,GET /api/health,50_usuarios_simulados
239,200,200,true,2026-05-28T20:46:41.741Z,GET /api/health,50_usuarios_simulados
240,209,200,true,2026-05-28T20:46:41.750Z,GET /api/health,50_usuarios_simulados
241,203,200,true,2026-05-28T20:46:41.744Z,GET /api/health,50_usuarios_simulados
242,202,200,true,2026-05-28T20:46:41.743Z,GET /api/health,50_usuarios_simulados
243,207,200,true,2026-05-28T20:46:41.748Z,GET /api/health,50_usuarios_simulados
244,205,200,true,2026-05-28T20:46:41.746Z,GET /api/health,50_usuarios_simulados
245,201,200,true,2026-05-28T20:46:41.742Z,GET /api/health,50_usuarios_simulados
246,204,200,true,2026-05-28T20:46:41.745Z,GET /api/health,50_usuarios_simulados
247,202,200,true,2026-05-28T20:46:41.744Z,GET /api/health,50_usuarios_simulados
248,207,200,true,2026-05-28T20:46:41.749Z,GET /api/health,50_usuarios_simulados
249,205,200,true,2026-05-28T20:46:41.747Z,GET /api/health,50_usuarios_simulados
250,206,200,true,2026-05-28T20:46:41.748Z,GET /api/health,50_usuarios_simulados
251,208,200,true,2026-05-28T20:46:41.959Z,GET /api/health,50_usuarios_simulados
252,187,200,true,2026-05-28T20:46:41.938Z,GET /api/health,50_usuarios_simulados
253,199,200,true,2026-05-28T20:46:41.950Z,GET /api/health,50_usuarios_simulados
254,184,200,true,2026-05-28T20:46:41.935Z,GET /api/health,50_usuarios_simulados
255,185,200,true,2026-05-28T20:46:41.936Z,GET /api/health,50_usuarios_simulados
256,186,200,true,2026-05-28T20:46:41.937Z,GET /api/health,50_usuarios_simulados
257,191,200,true,2026-05-28T20:46:41.942Z,GET /api/health,50_usuarios_simulados
258,207,200,true,2026-05-28T20:46:41.959Z,GET /api/health,50_usuarios_simulados
259,183,200,true,2026-05-28T20:46:41.935Z,GET /api/health,50_usuarios_simulados
260,182,200,true,2026-05-28T20:46:41.934Z,GET /api/health,50_usuarios_simulados
261,191,200,true,2026-05-28T20:46:41.943Z,GET /api/health,50_usuarios_simulados
262,185,200,true,2026-05-28T20:46:41.937Z,GET /api/health,50_usuarios_simulados
263,205,200,true,2026-05-28T20:46:41.957Z,GET /api/health,50_usuarios_simulados
264,189,200,true,2026-05-28T20:46:41.941Z,GET /api/health,50_usuarios_simulados
265,186,200,true,2026-05-28T20:46:41.939Z,GET /api/health,50_usuarios_simulados
266,205,200,true,2026-05-28T20:46:41.958Z,GET /api/health,50_usuarios_simulados
267,188,200,true,2026-05-28T20:46:41.941Z,GET /api/health,50_usuarios_simulados
268,197,200,true,2026-05-28T20:46:41.950Z,GET /api/health,50_usuarios_simulados
269,189,200,true,2026-05-28T20:46:41.942Z,GET /api/health,50_usuarios_simulados
270,187,200,true,2026-05-28T20:46:41.940Z,GET /api/health,50_usuarios_simulados
271,190,200,true,2026-05-28T20:46:41.943Z,GET /api/health,50_usuarios_simulados
272,205,200,true,2026-05-28T20:46:41.958Z,GET /api/health,50_usuarios_simulados
273,193,200,true,2026-05-28T20:46:41.947Z,GET /api/health,50_usuarios_simulados
274,202,200,true,2026-05-28T20:46:41.956Z,GET /api/health,50_usuarios_simulados
275,195,200,true,2026-05-28T20:46:41.949Z,GET /api/health,50_usuarios_simulados
276,203,200,true,2026-05-28T20:46:41.957Z,GET /api/health,50_usuarios_simulados
277,194,200,true,2026-05-28T20:46:41.948Z,GET /api/health,50_usuarios_simulados
278,192,200,true,2026-05-28T20:46:41.946Z,GET /api/health,50_usuarios_simulados
279,207,200,true,2026-05-28T20:46:41.961Z,GET /api/health,50_usuarios_simulados
280,183,200,true,2026-05-28T20:46:41.937Z,GET /api/health,50_usuarios_simulados
281,190,200,true,2026-05-28T20:46:41.944Z,GET /api/health,50_usuarios_simulados
282,192,200,true,2026-05-28T20:46:41.947Z,GET /api/health,50_usuarios_simulados
283,195,200,true,2026-05-28T20:46:41.950Z,GET /api/health,50_usuarios_simulados
284,209,200,true,2026-05-28T20:46:41.964Z,GET /api/health,50_usuarios_simulados
285,190,200,true,2026-05-28T20:46:41.945Z,GET /api/health,50_usuarios_simulados
286,189,200,true,2026-05-28T20:46:41.944Z,GET /api/health,50_usuarios_simulados
287,189,200,true,2026-05-28T20:46:41.944Z,GET /api/health,50_usuarios_simulados
288,194,200,true,2026-05-28T20:46:41.949Z,GET /api/health,50_usuarios_simulados
289,205,200,true,2026-05-28T20:46:41.960Z,GET /api/health,50_usuarios_simulados
290,213,200,true,2026-05-28T20:46:41.968Z,GET /api/health,50_usuarios_simulados
291,192,200,true,2026-05-28T20:46:41.948Z,GET /api/health,50_usuarios_simulados
292,206,200,true,2026-05-28T20:46:41.962Z,GET /api/health,50_usuarios_simulados
293,203,200,true,2026-05-28T20:46:41.959Z,GET /api/health,50_usuarios_simulados
294,206,200,true,2026-05-28T20:46:41.962Z,GET /api/health,50_usuarios_simulados
295,195,200,true,2026-05-28T20:46:41.951Z,GET /api/health,50_usuarios_simulados
296,205,200,true,2026-05-28T20:46:41.961Z,GET /api/health,50_usuarios_simulados
297,207,200,true,2026-05-28T20:46:41.963Z,GET /api/health,50_usuarios_simulados
298,198,200,true,2026-05-28T20:46:41.954Z,GET /api/health,50_usuarios_simulados
299,204,200,true,2026-05-28T20:46:41.960Z,GET /api/health,50_usuarios_simulados
300,207,200,true,2026-05-28T20:46:41.963Z,GET /api/health,50_usuarios_simulados
301,188,200,true,2026-05-28T20:46:42.156Z,GET /api/health,50_usuarios_simulados
302,185,200,true,2026-05-28T20:46:42.154Z,GET /api/health,50_usuarios_simulados
303,183,200,true,2026-05-28T20:46:42.152Z,GET /api/health,50_usuarios_simulados
304,183,200,true,2026-05-28T20:46:42.152Z,GET /api/health,50_usuarios_simulados
305,182,200,true,2026-05-28T20:46:42.151Z,GET /api/health,50_usuarios_simulados
306,185,200,true,2026-05-28T20:46:42.154Z,GET /api/health,50_usuarios_simulados
307,185,200,true,2026-05-28T20:46:42.154Z,GET /api/health,50_usuarios_simulados
308,192,200,true,2026-05-28T20:46:42.161Z,GET /api/health,50_usuarios_simulados
309,186,200,true,2026-05-28T20:46:42.155Z,GET /api/health,50_usuarios_simulados
310,186,200,true,2026-05-28T20:46:42.155Z,GET /api/health,50_usuarios_simulados
311,183,200,true,2026-05-28T20:46:42.152Z,GET /api/health,50_usuarios_simulados
312,192,200,true,2026-05-28T20:46:42.162Z,GET /api/health,50_usuarios_simulados
313,186,200,true,2026-05-28T20:46:42.156Z,GET /api/health,50_usuarios_simulados
314,187,200,true,2026-05-28T20:46:42.157Z,GET /api/health,50_usuarios_simulados
315,196,200,true,2026-05-28T20:46:42.166Z,GET /api/health,50_usuarios_simulados
316,199,200,true,2026-05-28T20:46:42.169Z,GET /api/health,50_usuarios_simulados
317,187,200,true,2026-05-28T20:46:42.157Z,GET /api/health,50_usuarios_simulados
318,206,200,true,2026-05-28T20:46:42.176Z,GET /api/health,50_usuarios_simulados
319,197,200,true,2026-05-28T20:46:42.167Z,GET /api/health,50_usuarios_simulados
320,183,200,true,2026-05-28T20:46:42.153Z,GET /api/health,50_usuarios_simulados
321,196,200,true,2026-05-28T20:46:42.166Z,GET /api/health,50_usuarios_simulados
322,197,200,true,2026-05-28T20:46:42.167Z,GET /api/health,50_usuarios_simulados
323,191,200,true,2026-05-28T20:46:42.162Z,GET /api/health,50_usuarios_simulados
